Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Mozambique,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"10,145.15","9,471.41","19,616.56",% of lower secondary school graduates (successful completion of final grade),75.0,100.0,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,Population has optimal access to education,2014,"321,287.92","44,017.67","365,305.59",% of primary school-aged children enrolled in primary education,100.0,,100.0,,,100.0,,,,,,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,Population has optimal access to education,2014,"321,287.92","44,017.67","365,305.59",% of teachers who are female,42.0,,50.0,,,50.0,,,,,,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Early childhood education provided or supported,"28,318.14",0.00,"28,318.14",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"22,462.21",0.00,"22,462.21",# of PoC enrolled in literacy classes,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Primary education provided or supported,"137,966.06","44,017.67","181,983.73",# of children enrolled in primary education,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Secondary education provided or supported,"83,339.86",0.00,"83,339.86",# of students enrolled in lower secondary education in the correct grade for their age,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Secondary education provided or supported,"83,339.86",0.00,"83,339.86",# of students enrolled in upper secondary education in the correct grade for their age,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2014,,,,,,,,,,,Sports/recreation programme provided or supported,"49,201.65",0.00,"49,201.65",% of schools that provide sports/recreation programming,,,,
Nepal,Mandate refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"97,937.04","19,159.16","117,096.20",% of primary school-aged children enrolled in primary education,99.4,100.0,100.0,,,100.0,,,,,,,,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"39,546.88","11,899.65","51,446.53",# of education programmes with life skills initiatives,8.0,5.0,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"38,220.45","5,394.46","43,614.91",# of children enrolled in primary education,75.0,75.0,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Sports/recreation programme provided or supported,"20,169.71","1,865.05","22,034.76",# of PoC participating in UNHCR supported school-based sports/recreation activities,330.0,300.0,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2014,"679,911.23","285,857.87","965,769.10",% of children aged 3-5 yrs enrolled in early childhood education,77.5,100.0,100.0,,,80.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2014,"679,911.23","285,857.87","965,769.10",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2014,"679,911.23","285,857.87","965,769.10",% of secondary school-aged young people enrolled in secondary education,56.8,100.0,100.0,,,80.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2014,"679,911.23","285,857.87","965,769.10",% of teachers who are female,37.0,50.0,50.0,,,50.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2014,"679,911.23","285,857.87","965,769.10",% of teachers with professional teaching qualifications,38.3,40.0,50.0,,,70.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"181,720.80","120,046.61","301,767.41",# of education programmes with life skills initiatives,9.0,17.0,,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"181,720.80","120,046.61","301,767.41",# of students attending language of instruction classes,"1,800.0","2,500.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Primary education provided or supported,"413,587.65","122,468.77","536,056.42",# of children enrolled in primary education,"4,232.0","4,232.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Primary education provided or supported,"413,587.65","122,468.77","536,056.42",# of children enrolled in primary education in the correct grade for their age,"3,766.0","4,232.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Secondary education provided or supported,"84,602.78","43,342.49","127,945.27",# of students enrolled in lower secondary education,"1,025.0","1,201.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Secondary education provided or supported,"84,602.78","43,342.49","127,945.27",# of students enrolled in lower secondary education in the correct grade for their age,912.0,"1,069.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Secondary education provided or supported,"84,602.78","43,342.49","127,945.27",# of students enrolled in upper secondary education,732.0,858.0,,
Nepal,Refugees and asylum seekers from Bhutan,,2014,,,,,,,,,,,Secondary education provided or supported,"84,602.78","43,342.49","127,945.27",# of students enrolled in upper secondary education in the correct grade for their age,651.0,764.0,,
Niger,Malian refugees in Niger,Population has optimal access to education,2014,"403,393.89","764,725.53","1,168,119.42",% of primary school-aged children enrolled in primary education,,100.0,100.0,,,100.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2014,"403,393.89","764,725.53","1,168,119.42",% of secondary school-aged young people enrolled in secondary education,,,,,,80.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2014,"403,393.89","764,725.53","1,168,119.42",% of teachers with professional teaching qualifications,,,,,,70.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2014,"403,393.89","764,725.53","1,168,119.42",Extent persons of concern have access to national education systems,,,,,,80.0,,,,,,,,,
Niger,Malian refugees in Niger,,2014,,,,,,,,,,,Access to tertiary education provided or supported,"70,678.78","45,748.11","116,426.89",# of PoC enrolled in UNHCR supported tertiary education programmes,10.0,10.0,,
Niger,Malian refugees in Niger,,2014,,,,,,,,,,,Capacity development supported,"101,357.55",0.00,"101,357.55",# of teachers who received supplementary training,,,,
Niger,Malian refugees in Niger,,2014,,,,,,,,,,,Primary education provided or supported,"145,678.78","280,748.11","426,426.89",# of children enrolled in primary education,"6,817.0","8,759.0",,
Niger,Malian refugees in Niger,,2014,,,,,,,,,,,Secondary education provided or supported,"85,678.78","130,748.11","216,426.89",# of students enrolled in lower secondary education,"1,000.0","2,000.0",,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2014,"101,942.56","65,676.51","167,619.07",% of primary school-aged children enrolled in primary education,,,100.0,,,100.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2014,"101,942.56","65,676.51","167,619.07",% of secondary school-aged young people enrolled in secondary education,,,80.0,,,80.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2014,"101,942.56","65,676.51","167,619.07",Extent persons of concern have access to national education systems,,,80.0,,,80.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2014,,,,,,,,,,,Access to tertiary education provided or supported,"30,485.64","23,919.13","54,404.77",# of PoC enrolled in UNHCR supported tertiary education programmes,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2014,,,,,,,,,,,Primary education provided or supported,"40,971.28",0.00,"40,971.28",# of children enrolled in primary education,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2014,,,,,,,,,,,Secondary education provided or supported,"30,485.64","33,919.13","64,404.77",# of students enrolled in lower secondary education in the correct grade for their age,,,,
Pakistan,Afghan POR card holders,Population has optimal access to education,2014,"4,039,494.76","3,803,660.56","7,843,155.32",% of primary school-aged children enrolled in primary education,50.0,50.0,60.0,,,100.0,,,,,,,,,
Pakistan,Afghan POR card holders,Population has optimal access to education,2014,"4,039,494.76","3,803,660.56","7,843,155.32",Extent persons of concern have access to national education systems,20.0,30.0,50.0,,,80.0,,,,,,,,,
Pakistan,Afghan POR card holders,,2014,,,,,,,,,,,Advocacy conducted,"226,123.69","83,265.14","309,388.83",Strategy to promote admission of PoC to national education system established (yes/no),100.0,100.0,,
Pakistan,Afghan POR card holders,,2014,,,,,,,,,,,Measures to promote girls' education promoted,"646,123.69","823,865.14","1,469,988.83",% of girls in grade 3 who transition to grade 4,75.0,80.0,,
Pakistan,Afghan POR card holders,,2014,,,,,,,,,,,Primary education provided or supported,"2,846,123.69","1,978,265.14","4,824,388.83",# of children enrolled in primary education,"73,000.0","96,000.0",,
Pakistan,Afghan POR card holders,,2014,,,,,,,,,,,Secondary education provided or supported,"321,123.69","918,265.14","1,239,388.83",# of students enrolled in upper secondary education,600.0,"10,500.0",,
RO Almaty,Refugees and asylum seekers in Kazakhstan,Population has optimal access to education,2014,"182,310.78","30,136.59","212,447.37",% of primary school-aged children enrolled in primary education,90.0,95.0,100.0,,,100.0,,,,,,,,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2014,,,,,,,,,,,Access to tertiary education provided or supported,0.00,"30,136.59","30,136.59",# of PoC who receive tertiary education scholarships,,20.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2014,,,,,,,,,,,Primary education provided or supported,"91,155.39",0.00,"91,155.39",# of children enrolled in primary education,85.0,85.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2014,,,,,,,,,,,Secondary education provided or supported,"91,155.39",0.00,"91,155.39",# of students enrolled in lower secondary education,75.0,75.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2014,,,,,,,,,,,Secondary education provided or supported,"91,155.39",0.00,"91,155.39",# of students enrolled in upper secondary education,20.0,20.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,Population has optimal access to education,2014,"134,828.54",0.00,"134,828.54",% of primary school-aged children enrolled in primary education,65.0,85.0,85.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,,2014,,,,,,,,,,,Primary education provided or supported,"80,914.27",0.00,"80,914.27",# of children enrolled in primary education,780.0,780.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,,2014,,,,,,,,,,,Secondary education provided or supported,"53,914.27",0.00,"53,914.27",# of students enrolled in lower secondary education,260.0,260.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,Population has optimal access to education,2014,"256,111.65","191,628.10","447,739.75",% of primary school-aged children enrolled in primary education,72.0,75.0,91.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2014,,,,,,,,,,,Advocacy conducted,"34,524.66",0.00,"34,524.66",# of sensitization and community mobilization campaigns conducted to promote school enrollment,4.0,4.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2014,,,,,,,,,,,Capacity development supported,"26,574.66",0.00,"26,574.66",# of government staff trained,10.0,10.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","195,012.33","191,628.10","386,640.43",# of educational facilities constructed or improved,2.0,4.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,Population has optimal access to education,2014,"63,142.86",0.00,"63,142.86",% of primary school-aged children enrolled in primary education,77.0,80.0,80.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,Population has optimal access to education,2014,"63,142.86",0.00,"63,142.86",% of secondary school-aged young people enrolled in secondary education,94.0,95.0,95.0,,,80.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,,2014,,,,,,,,,,,Primary education provided or supported,"31,571.43",0.00,"31,571.43",# of children enrolled in primary education,34.0,34.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,,2014,,,,,,,,,,,Secondary education provided or supported,"31,571.43",0.00,"31,571.43",# of students enrolled in lower secondary education,26.0,26.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,Population has optimal access to education,2014,"36,583.72",0.00,"36,583.72",% of primary school-aged children enrolled in primary education,75.0,85.0,85.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,,2014,,,,,,,,,,,Primary education provided or supported,"20,091.86",0.00,"20,091.86",# of children enrolled in primary education,250.0,250.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,,2014,,,,,,,,,,,Secondary education provided or supported,"16,491.86",0.00,"16,491.86",# of students enrolled in lower secondary education,150.0,150.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Guinea Bissau,Population has optimal access to education,2014,"4,840.40",0.00,"4,840.40",% of primary school-aged children enrolled in primary education,95.0,98.0,98.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Guinea Bissau,,2014,,,,,,,,,,,Sectoral cash grants or vouchers provided,"4,840.40",0.00,"4,840.40",# of households receiving conditional cash grants or vouchers for education,10.0,10.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,Population has optimal access to education,2014,"110,799.36","18,333.34","129,132.70",% of primary school-aged children enrolled in primary education,62.0,80.0,80.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,,2014,,,,,,,,,,,Primary education provided or supported,"55,899.68","7,166.67","63,066.35",# of children enrolled in primary education,100.0,150.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,,2014,,,,,,,,,,,Secondary education provided or supported,"54,899.68","11,166.67","66,066.35",# of students enrolled in lower secondary education,50.0,100.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,Population has optimal access to education,2014,"565,911.38",0.00,"565,911.38",% of primary school-aged children enrolled in primary education,99.0,100.0,100.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2014,,,,,,,,,,,Access to tertiary education provided or supported,"312,278.46",0.00,"312,278.46",# of PoC who receive tertiary education scholarships,156.0,156.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2014,,,,,,,,,,,Primary education provided or supported,"143,787.46",0.00,"143,787.46",# of children enrolled in primary education,350.0,350.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2014,,,,,,,,,,,Secondary education provided or supported,"109,845.46",0.00,"109,845.46",# of students enrolled in lower secondary education,80.0,80.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,Population has optimal access to education,2014,"217,084.70","66,000.00","283,084.70",% of primary school-aged children enrolled in primary education,75.0,,100.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2014,,,,,,,,,,,Education monitoring system established,"19,416.94",0.00,"19,416.94",# of months this calendar year during which an education monitoring system has been functioning,,4.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","49,416.94","20,000.00","69,416.94",% of schools with safe access to separate latrines for boys and girls,,100.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2014,,,,,,,,,,,Primary education provided or supported,"79,416.94",0.00,"79,416.94",# of children enrolled in primary education,,800.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2014,,,,,,,,,,,Secondary education provided or supported,"29,416.94","6,000.00","35,416.94",# of students enrolled in lower secondary education,,700.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2014,,,,,,,,,,,Sectoral cash grants or vouchers provided,"39,416.94","40,000.00","79,416.94",# of households receiving conditional cash grants or vouchers for education,,800.0,,
RO Dakar,Refugees in rural areas in Nigeria,Population has optimal access to education,2014,"32,230.76","17,900.00","50,130.76",% of primary school-aged children enrolled in primary education,90.0,90.0,90.0,,,100.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Nigeria,Population has optimal access to education,2014,"32,230.76","17,900.00","50,130.76",% of secondary school-aged young people enrolled in secondary education,70.0,70.0,70.0,,,80.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Nigeria,,2014,,,,,,,,,,,Primary education provided or supported,"19,615.38","11,950.00","31,565.38",# of children enrolled in primary education,80.0,150.0,,
RO Dakar,Refugees in rural areas in Nigeria,,2014,,,,,,,,,,,Secondary education provided or supported,"12,615.38","5,950.00","18,565.38",# of students enrolled in upper secondary education,10.0,20.0,,
RO Dakar,Refugees in rural areas in Togo,Population has optimal access to education,2014,"62,686.07","132,269.95","194,956.02",% of primary school-aged children enrolled in primary education,65.0,80.0,70.0,,,100.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Togo,,2014,,,,,,,,,,,Education monitoring system established,"9,228.69","10,756.65","19,985.34",# of education assessments/surveys undertaken,,3.0,,
RO Dakar,Refugees in rural areas in Togo,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","34,228.69","120,756.65","154,985.34",# of educational facilities constructed or improved,,6.0,,
RO Dakar,Refugees in rural areas in Togo,,2014,,,,,,,,,,,Primary education provided or supported,"19,228.69",756.65,"19,985.34",# of children enrolled in primary education,,"2,880.0",,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2014,"46,557.44",0.00,"46,557.44",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2014,"46,557.44",0.00,"46,557.44",% of secondary school-aged young people enrolled in secondary education,100.0,100.0,100.0,,,80.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2014,"46,557.44",0.00,"46,557.44",Extent persons of concern have access to national education systems,50.0,75.0,75.0,,,80.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,,2014,,,,,,,,,,,Advocacy conducted,"46,557.44",0.00,"46,557.44",Strategy to promote admission of PoC to national education system established (yes/no),95.0,95.0,,
RO Kyiv,Refugees and asylum seekers in urban areas in Ukraine,Population has optimal access to education,2014,"99,848.31",0.00,"99,848.31",% of primary school-aged children enrolled in primary education,89.0,95.0,95.0,,,100.0,,,,,,,,,
RO Kyiv,Refugees and asylum seekers in urban areas in Ukraine,,2014,,,,,,,,,,,Advocacy conducted,"99,848.31",0.00,"99,848.31",# of families identified with school-aged children out of school,0.0,0.0,,
RO Panama,All population of Concern in Panama,Population has optimal access to education,2014,"47,919.80",0.00,"47,919.80",Extent persons of concern have access to national education systems,70.0,75.0,75.0,,,80.0,,,,,,,,,
RO Panama,All population of Concern in Panama,,2014,,,,,,,,,,,Advocacy conducted,"47,919.80",0.00,"47,919.80",Strategy to promote admission of PoC to national education system established (yes/no),80.0,80.0,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"483,770.14","531,111.49","1,014,881.63",% of children aged 3-5 yrs enrolled in early childhood education,5.0,5.0,10.0,,,80.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"483,770.14","531,111.49","1,014,881.63",% of primary school-aged children enrolled in primary education,80.0,80.0,100.0,,,100.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"483,770.14","531,111.49","1,014,881.63",% of secondary school-aged young people enrolled in secondary education,20.0,20.0,25.0,,,80.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Advocacy conducted,0.00,"19,468.24","19,468.24",# of sensitization and community mobilization campaigns conducted to promote school enrollment,,30.0,,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Early childhood education provided or supported,"84,504.72","43,498.88","128,003.60",# of children aged 3-5 enrolled in early childhood education,700.0,"2,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"149,220.53","167,303.05","316,523.58",# of PoC enrolled in language classes,"1,000.0","2,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"134,589.13","201,067.82","335,656.95",# of children enrolled in primary education,"5,000.0","15,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"115,455.76","99,773.50","215,229.26",# of students enrolled in lower secondary education,"1,000.0","5,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"115,455.76","99,773.50","215,229.26",# of students enrolled in upper secondary education,"1,000.0","3,000.0",,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),Population has optimal access to education,2014,"214,817.54","11,932.34","226,749.88",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),Population has optimal access to education,2014,"214,817.54","11,932.34","226,749.88",% of secondary school-aged young people enrolled in secondary education,100.0,100.0,100.0,,,80.0,,,,,,,,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2014,,,,,,,,,,,Early childhood education provided or supported,"74,992.14","5,966.17","80,958.31",# of children aged 3-5 enrolled in early childhood education,135.0,135.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"139,825.40","5,966.17","145,791.57",# of education programmes with life skills initiatives,360.0,350.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"139,825.40","5,966.17","145,791.57",# of PoC enrolled in language classes,350.0,350.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"139,825.40","5,966.17","145,791.57",# of PoC enrolled in numeracy classes,50.0,50.0,,
Serbia,Internally displaced persons,Population has optimal access to education,2014,"182,756.95","226,602.30","409,359.25",% of primary school-aged children enrolled in primary education,38.0,48.0,68.0,,,100.0,,,,,,,,,
Serbia,Internally displaced persons,,2014,,,,,,,,,,,Primary education provided or supported,"182,756.95","226,602.30","409,359.25",# of children enrolled in primary education,140.0,360.0,,
Somalia,Refugees and asylum seekers in Somalia,Population has optimal access to education,2014,"764,507.74","3,440,352.03","4,204,859.77",% of primary school-aged children enrolled in primary education,70.0,90.0,100.0,,,100.0,,,,,,,,,
Somalia,Refugees and asylum seekers in Somalia,,2014,,,,,,,,,,,Access to tertiary education provided or supported,"57,424.58","142,720.01","200,144.59",# of PoC enrolled in UNHCR supported tertiary education programmes,5.0,10.0,,
Somalia,Refugees and asylum seekers in Somalia,,2014,,,,,,,,,,,Primary education provided or supported,"609,658.58","1,954,912.01","2,564,570.59",# of children enrolled in primary education,"1,500.0","3,350.0",,
Somalia,Refugees and asylum seekers in Somalia,,2014,,,,,,,,,,,Secondary education provided or supported,"97,424.58","1,342,720.01","1,440,144.59",# of students enrolled in lower secondary education in the correct grade for their age,50.0,"1,200.0",,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2014,"3,131,326.38","3,451,168.34","6,582,494.72",% of primary school-aged children enrolled in primary education,30.0,45.0,60.0,,,100.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2014,"3,131,326.38","3,451,168.34","6,582,494.72",% of secondary school-aged young people enrolled in secondary education,5.6,12.0,20.0,,,80.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2014,"3,131,326.38","3,451,168.34","6,582,494.72",Extent persons of concern have access to national education systems,85.0,90.0,100.0,,,80.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","440,663.19","375,584.17","816,247.36",# of educational facilities constructed or improved,2.0,4.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"290,962.55","15,420.00","306,382.55",Extent persons of concern have access to national education systems,80.0,90.0,100.0,,,80.0,,,,,,,,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"50,088.11","15,420.00","65,508.11",# of PoC enrolled in language classes,160.0,215.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"128,174.22",0.00,"128,174.22",# of children enrolled in primary education,50.0,50.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"112,700.22",0.00,"112,700.22",% of lower secondary school graduates (successful completion of final grade),25.0,25.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"112,700.22",0.00,"112,700.22",% of upper secondary school graduates (successful completion of final grade),25.0,25.0,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2014,"2,228,206.35","3,568,115.05","5,796,321.40",% of primary school-aged children enrolled in primary education,78.0,,100.0,,,100.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2014,"2,228,206.35","3,568,115.05","5,796,321.40",% of secondary school-aged young people enrolled in secondary education,81.0,,100.0,,,80.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2014,"2,228,206.35","3,568,115.05","5,796,321.40",% of teachers with professional teaching qualifications,88.0,,100.0,,,70.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,Capacity development supported,"272,801.27","70,063.01","342,864.28",# of government staff trained,,150.0,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,Capacity development supported,"272,801.27","70,063.01","342,864.28",# of school management members trained,,150.0,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","982,801.27","2,677,863.01","3,660,664.28",# of children per classroom (primary school),,40.0,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","982,801.27","2,677,863.01","3,660,664.28",# of educational facilities constructed or improved,,,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"612,801.27","320,063.01","932,864.28",# of teachers with professional teaching qualifications,,151.0,,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,Primary education provided or supported,"262,801.27","420,063.01","682,864.28",# of children enrolled in primary education,,"12,000.0",,
Sudan,Refugees and asylum seekers in the East,,2014,,,,,,,,,,,Secondary education provided or supported,"97,001.27","80,063.01","177,064.28",# of students enrolled in upper secondary education,,500.0,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,Population has optimal access to education,2014,"207,096.85","373,514.19","580,611.04",% of primary school-aged children enrolled in primary education,70.0,65.0,70.0,,,100.0,,,,,,,,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,Population has optimal access to education,2014,"207,096.85","373,514.19","580,611.04",% of secondary school-aged young people enrolled in secondary education,55.0,65.0,70.0,,,80.0,,,,,,,,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,,2014,,,,,,,,,,,Primary education provided or supported,"207,096.85","373,514.19","580,611.04",# of children enrolled in primary education,"3,500.0","4,000.0",,
