Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,Population has optimal access to education,2015,"265,094.57","44,017.67","309,112.24",% of primary school-aged children enrolled in primary education,100.0,,100.0,,,100.0,,,,,,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,Population has optimal access to education,2015,"265,094.57","44,017.67","309,112.24",% of teachers who are female,42.0,,50.0,,,50.0,,,,,,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Early childhood education provided or supported,"15,830.73",0.00,"15,830.73",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"9,974.80",0.00,"9,974.80",# of PoC enrolled in literacy classes,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Primary education provided or supported,"131,722.35","44,017.67","175,740.02",# of children enrolled in primary education,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Secondary education provided or supported,"70,852.45",0.00,"70,852.45",# of students enrolled in lower secondary education in the correct grade for their age,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Secondary education provided or supported,"70,852.45",0.00,"70,852.45",# of students enrolled in upper secondary education in the correct grade for their age,,,,
Namibia,Refugees and asylum seekers in Osire settlement and Windhoek,,2015,,,,,,,,,,,Sports/recreation programme provided or supported,"36,714.24",0.00,"36,714.24",% of schools that provide sports/recreation programming,,,,
Nepal,Mandate refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"62,338.14","19,159.16","81,497.30",% of primary school-aged children enrolled in primary education,99.4,100.0,100.0,,,100.0,,,,,,,,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"27,680.58","11,899.65","39,580.23",# of education programmes with life skills initiatives,8.0,5.0,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"26,354.15","5,394.46","31,748.61",# of children enrolled in primary education,75.0,75.0,,
Nepal,Mandate refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Sports/recreation programme provided or supported,"8,303.41","1,865.05","10,168.46",# of PoC participating in UNHCR supported school-based sports/recreation activities,330.0,300.0,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2015,"480,623.54","285,857.87","766,481.41",% of children aged 3-5 yrs enrolled in early childhood education,77.5,100.0,100.0,,,80.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2015,"480,623.54","285,857.87","766,481.41",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2015,"480,623.54","285,857.87","766,481.41",% of secondary school-aged young people enrolled in secondary education,56.8,100.0,100.0,,,80.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2015,"480,623.54","285,857.87","766,481.41",% of teachers who are female,37.0,50.0,50.0,,,50.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,Population has optimal access to education,2015,"480,623.54","285,857.87","766,481.41",% of teachers with professional teaching qualifications,38.3,40.0,50.0,,,70.0,,,,,,,,,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"115,291.57","120,046.61","235,338.18",# of education programmes with life skills initiatives,9.0,17.0,,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"115,291.57","120,046.61","235,338.18",# of students attending language of instruction classes,"1,800.0","2,500.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Primary education provided or supported,"347,158.42","122,468.77","469,627.19",# of children enrolled in primary education,"4,232.0","4,232.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Primary education provided or supported,"347,158.42","122,468.77","469,627.19",# of children enrolled in primary education in the correct grade for their age,"3,766.0","4,232.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Secondary education provided or supported,"18,173.55","43,342.49","61,516.04",# of students enrolled in lower secondary education,"1,025.0","1,201.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Secondary education provided or supported,"18,173.55","43,342.49","61,516.04",# of students enrolled in lower secondary education in the correct grade for their age,912.0,"1,069.0",,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Secondary education provided or supported,"18,173.55","43,342.49","61,516.04",# of students enrolled in upper secondary education,732.0,858.0,,
Nepal,Refugees and asylum seekers from Bhutan,,2015,,,,,,,,,,,Secondary education provided or supported,"18,173.55","43,342.49","61,516.04",# of students enrolled in upper secondary education in the correct grade for their age,651.0,764.0,,
Niger,Malian refugees in Niger,Population has optimal access to education,2015,"231,106.45","764,725.53","995,831.98",% of primary school-aged children enrolled in primary education,,100.0,100.0,,,100.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2015,"231,106.45","764,725.53","995,831.98",% of secondary school-aged young people enrolled in secondary education,,,,,,80.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2015,"231,106.45","764,725.53","995,831.98",% of teachers with professional teaching qualifications,,,,,,70.0,,,,,,,,,
Niger,Malian refugees in Niger,Population has optimal access to education,2015,"231,106.45","764,725.53","995,831.98",Extent persons of concern have access to national education systems,,,,,,80.0,,,,,,,,,
Niger,Malian refugees in Niger,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"36,221.29","45,748.11","81,969.40",# of PoC enrolled in UNHCR supported tertiary education programmes,10.0,10.0,,
Niger,Malian refugees in Niger,,2015,,,,,,,,,,,Capacity development supported,"32,442.58",0.00,"32,442.58",# of teachers who received supplementary training,,,,
Niger,Malian refugees in Niger,,2015,,,,,,,,,,,Primary education provided or supported,"111,221.29","280,748.11","391,969.40",# of children enrolled in primary education,"6,817.0","8,759.0",,
Niger,Malian refugees in Niger,,2015,,,,,,,,,,,Secondary education provided or supported,"51,221.29","130,748.11","181,969.40",# of students enrolled in lower secondary education,"1,000.0","2,000.0",,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2015,"51,289.28","65,676.51","116,965.79",% of primary school-aged children enrolled in primary education,,,100.0,,,100.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2015,"51,289.28","65,676.51","116,965.79",% of secondary school-aged young people enrolled in secondary education,,,80.0,,,80.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),Population has optimal access to education,2015,"51,289.28","65,676.51","116,965.79",Extent persons of concern have access to national education systems,,,80.0,,,80.0,,,,,,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2015,,,,,,,,,,,Access to tertiary education provided or supported,"17,822.32","23,919.13","41,741.45",# of PoC enrolled in UNHCR supported tertiary education programmes,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2015,,,,,,,,,,,Primary education provided or supported,"15,644.64",0.00,"15,644.64",# of children enrolled in primary education,,,,
Niger,Refugees and Asylum Seekers in Niger (non-Malians),,2015,,,,,,,,,,,Secondary education provided or supported,"17,822.32","33,919.13","51,741.45",# of students enrolled in lower secondary education in the correct grade for their age,,,,
Pakistan,Afghan POR card holders,Population has optimal access to education,2015,"3,629,610.16","3,803,660.56","7,433,270.72",% of primary school-aged children enrolled in primary education,50.0,50.0,60.0,,,100.0,,,,,,,,,
Pakistan,Afghan POR card holders,Population has optimal access to education,2015,"3,629,610.16","3,803,660.56","7,433,270.72",Extent persons of concern have access to national education systems,20.0,30.0,50.0,,,80.0,,,,,,,,,
Pakistan,Afghan POR card holders,,2015,,,,,,,,,,,Advocacy conducted,"123,652.54","83,265.14","206,917.68",Strategy to promote admission of PoC to national education system established (yes/no),100.0,100.0,,
Pakistan,Afghan POR card holders,,2015,,,,,,,,,,,Measures to promote girls' education promoted,"543,652.54","823,865.14","1,367,517.68",% of girls in grade 3 who transition to grade 4,75.0,80.0,,
Pakistan,Afghan POR card holders,,2015,,,,,,,,,,,Primary education provided or supported,"2,743,652.54","1,978,265.14","4,721,917.68",# of children enrolled in primary education,"73,000.0","96,000.0",,
Pakistan,Afghan POR card holders,,2015,,,,,,,,,,,Secondary education provided or supported,"218,652.54","918,265.14","1,136,917.68",# of students enrolled in upper secondary education,600.0,"10,500.0",,
RO Almaty,Refugees and asylum seekers in Kazakhstan,Population has optimal access to education,2015,"64,782.60","30,136.59","94,919.19",% of primary school-aged children enrolled in primary education,90.0,95.0,100.0,,,100.0,,,,,,,,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2015,,,,,,,,,,,Access to tertiary education provided or supported,0.00,"30,136.59","30,136.59",# of PoC who receive tertiary education scholarships,,20.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2015,,,,,,,,,,,Primary education provided or supported,"32,391.30",0.00,"32,391.30",# of children enrolled in primary education,85.0,85.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2015,,,,,,,,,,,Secondary education provided or supported,"32,391.30",0.00,"32,391.30",# of students enrolled in lower secondary education,75.0,75.0,,
RO Almaty,Refugees and asylum seekers in Kazakhstan,,2015,,,,,,,,,,,Secondary education provided or supported,"32,391.30",0.00,"32,391.30",# of students enrolled in upper secondary education,20.0,20.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,Population has optimal access to education,2015,"129,088.16",0.00,"129,088.16",% of primary school-aged children enrolled in primary education,65.0,85.0,85.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,,2015,,,,,,,,,,,Primary education provided or supported,"78,044.08",0.00,"78,044.08",# of children enrolled in primary education,780.0,780.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Gambia & in Guinea Bissau,,2015,,,,,,,,,,,Secondary education provided or supported,"51,044.08",0.00,"51,044.08",# of students enrolled in lower secondary education,260.0,260.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,Population has optimal access to education,2015,"215,134.80","191,628.10","406,762.90",% of primary school-aged children enrolled in primary education,72.0,75.0,91.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2015,,,,,,,,,,,Advocacy conducted,"18,133.92",0.00,"18,133.92",# of sensitization and community mobilization campaigns conducted to promote school enrollment,4.0,4.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2015,,,,,,,,,,,Capacity development supported,"10,183.92",0.00,"10,183.92",# of government staff trained,10.0,10.0,,
RO Dakar,Refugees and Asylum Seekers from Senegal in Guinea Bissau,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","186,816.96","191,628.10","378,445.06",# of educational facilities constructed or improved,2.0,4.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,Population has optimal access to education,2015,"63,142.86",0.00,"63,142.86",% of primary school-aged children enrolled in primary education,77.0,80.0,80.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,Population has optimal access to education,2015,"63,142.86",0.00,"63,142.86",% of secondary school-aged young people enrolled in secondary education,94.0,95.0,95.0,,,80.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,,2015,,,,,,,,,,,Primary education provided or supported,"31,571.43",0.00,"31,571.43",# of children enrolled in primary education,34.0,34.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Benin,,2015,,,,,,,,,,,Secondary education provided or supported,"31,571.43",0.00,"31,571.43",# of students enrolled in lower secondary education,26.0,26.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,Population has optimal access to education,2015,"32,990.88",0.00,"32,990.88",% of primary school-aged children enrolled in primary education,75.0,85.0,85.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,,2015,,,,,,,,,,,Primary education provided or supported,"18,295.44",0.00,"18,295.44",# of children enrolled in primary education,250.0,250.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Gambia,,2015,,,,,,,,,,,Secondary education provided or supported,"14,695.44",0.00,"14,695.44",# of students enrolled in lower secondary education,150.0,150.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Guinea Bissau,Population has optimal access to education,2015,"2,894.00",0.00,"2,894.00",% of primary school-aged children enrolled in primary education,95.0,98.0,98.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Guinea Bissau,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"2,894.00",0.00,"2,894.00",# of households receiving conditional cash grants or vouchers for education,10.0,10.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,Population has optimal access to education,2015,"34,625.00","18,333.34","52,958.34",% of primary school-aged children enrolled in primary education,62.0,80.0,80.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,,2015,,,,,,,,,,,Primary education provided or supported,"17,812.50","7,166.67","24,979.17",# of children enrolled in primary education,100.0,150.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Nigeria,,2015,,,,,,,,,,,Secondary education provided or supported,"16,812.50","11,166.67","27,979.17",# of students enrolled in lower secondary education,50.0,100.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,Population has optimal access to education,2015,"371,682.71",0.00,"371,682.71",% of primary school-aged children enrolled in primary education,99.0,100.0,100.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"247,535.57",0.00,"247,535.57",# of PoC who receive tertiary education scholarships,156.0,156.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2015,,,,,,,,,,,Primary education provided or supported,"79,044.57",0.00,"79,044.57",# of children enrolled in primary education,350.0,350.0,,
RO Dakar,Refugees and Asylum Seekers in urban areas in Senegal,,2015,,,,,,,,,,,Secondary education provided or supported,"45,102.57",0.00,"45,102.57",# of students enrolled in lower secondary education,80.0,80.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,Population has optimal access to education,2015,"170,033.80","66,000.00","236,033.80",% of primary school-aged children enrolled in primary education,75.0,,100.0,,,100.0,,,,,,,,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2015,,,,,,,,,,,Education monitoring system established,"10,006.76",0.00,"10,006.76",# of months this calendar year during which an education monitoring system has been functioning,,4.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","40,006.76","20,000.00","60,006.76",% of schools with safe access to separate latrines for boys and girls,,100.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2015,,,,,,,,,,,Primary education provided or supported,"70,006.76",0.00,"70,006.76",# of children enrolled in primary education,,800.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2015,,,,,,,,,,,Secondary education provided or supported,"20,006.76","6,000.00","26,006.76",# of students enrolled in lower secondary education,,700.0,,
RO Dakar,Refugees and asylum seekers in urban areas in Togo,,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"30,006.76","40,000.00","70,006.76",# of households receiving conditional cash grants or vouchers for education,,800.0,,
RO Dakar,Refugees in rural areas in Nigeria,Population has optimal access to education,2015,"32,230.76","17,900.00","50,130.76",% of primary school-aged children enrolled in primary education,90.0,90.0,90.0,,,100.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Nigeria,Population has optimal access to education,2015,"32,230.76","17,900.00","50,130.76",% of secondary school-aged young people enrolled in secondary education,70.0,70.0,70.0,,,80.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Nigeria,,2015,,,,,,,,,,,Primary education provided or supported,"19,615.38","11,950.00","31,565.38",# of children enrolled in primary education,80.0,150.0,,
RO Dakar,Refugees in rural areas in Nigeria,,2015,,,,,,,,,,,Secondary education provided or supported,"12,615.38","5,950.00","18,565.38",# of students enrolled in upper secondary education,10.0,20.0,,
RO Dakar,Refugees in rural areas in Togo,Population has optimal access to education,2015,"57,500.00","132,269.95","189,769.95",% of primary school-aged children enrolled in primary education,65.0,80.0,70.0,,,100.0,,,,,,,,,
RO Dakar,Refugees in rural areas in Togo,,2015,,,,,,,,,,,Education monitoring system established,"7,500.00","10,756.65","18,256.65",# of education assessments/surveys undertaken,,3.0,,
RO Dakar,Refugees in rural areas in Togo,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","32,500.00","120,756.65","153,256.65",# of educational facilities constructed or improved,,6.0,,
RO Dakar,Refugees in rural areas in Togo,,2015,,,,,,,,,,,Primary education provided or supported,"17,500.00",756.65,"18,256.65",# of children enrolled in primary education,,"2,880.0",,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2015,"28,590.29",0.00,"28,590.29",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2015,"28,590.29",0.00,"28,590.29",% of secondary school-aged young people enrolled in secondary education,100.0,100.0,100.0,,,80.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,Population has optimal access to education,2015,"28,590.29",0.00,"28,590.29",Extent persons of concern have access to national education systems,50.0,75.0,75.0,,,80.0,,,,,,,,,
RO Kyiv,Asylum seekers and refugees in urban areas in Moldova,,2015,,,,,,,,,,,Advocacy conducted,"28,590.29",0.00,"28,590.29",Strategy to promote admission of PoC to national education system established (yes/no),95.0,95.0,,
RO Kyiv,Refugees and asylum seekers in urban areas in Ukraine,Population has optimal access to education,2015,"40,657.66",0.00,"40,657.66",% of primary school-aged children enrolled in primary education,89.0,95.0,95.0,,,100.0,,,,,,,,,
RO Kyiv,Refugees and asylum seekers in urban areas in Ukraine,,2015,,,,,,,,,,,Advocacy conducted,"40,657.66",0.00,"40,657.66",# of families identified with school-aged children out of school,0.0,0.0,,
RO Panama,All population of Concern in Panama,Population has optimal access to education,2015,"25,812.91",0.00,"25,812.91",Extent persons of concern have access to national education systems,70.0,75.0,75.0,,,80.0,,,,,,,,,
RO Panama,All population of Concern in Panama,,2015,,,,,,,,,,,Advocacy conducted,"25,812.91",0.00,"25,812.91",Strategy to promote admission of PoC to national education system established (yes/no),80.0,80.0,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"247,487.06","531,111.49","778,598.55",% of children aged 3-5 yrs enrolled in early childhood education,5.0,5.0,10.0,,,80.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"247,487.06","531,111.49","778,598.55",% of primary school-aged children enrolled in primary education,80.0,80.0,100.0,,,100.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"247,487.06","531,111.49","778,598.55",% of secondary school-aged young people enrolled in secondary education,20.0,20.0,25.0,,,80.0,,,,,,,,,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Advocacy conducted,0.00,"19,468.24","19,468.24",# of sensitization and community mobilization campaigns conducted to promote school enrollment,,30.0,,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"25,433.95","43,498.88","68,932.83",# of children aged 3-5 enrolled in early childhood education,700.0,"2,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"90,149.76","167,303.05","257,452.81",# of PoC enrolled in language classes,"1,000.0","2,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"75,518.36","201,067.82","276,586.18",# of children enrolled in primary education,"5,000.0","15,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"56,384.99","99,773.50","156,158.49",# of students enrolled in lower secondary education,"1,000.0","5,000.0",,
RO Pretoria,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"56,384.99","99,773.50","156,158.49",# of students enrolled in upper secondary education,"1,000.0","3,000.0",,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),Population has optimal access to education,2015,"151,704.44","11,932.34","163,636.78",% of primary school-aged children enrolled in primary education,100.0,100.0,100.0,,,100.0,,,,,,,,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),Population has optimal access to education,2015,"151,704.44","11,932.34","163,636.78",% of secondary school-aged young people enrolled in secondary education,100.0,100.0,100.0,,,80.0,,,,,,,,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2015,,,,,,,,,,,Early childhood education provided or supported,"43,435.59","5,966.17","49,401.76",# of children aged 3-5 enrolled in early childhood education,135.0,135.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"108,268.85","5,966.17","114,235.02",# of education programmes with life skills initiatives,360.0,350.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"108,268.85","5,966.17","114,235.02",# of PoC enrolled in language classes,350.0,350.0,,
RR Budapest (RRCE),Refugees at Emergency Transit Center (ETC),,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"108,268.85","5,966.17","114,235.02",# of PoC enrolled in numeracy classes,50.0,50.0,,
Serbia,Internally displaced persons,Population has optimal access to education,2015,"124,034.60","226,602.30","350,636.90",% of primary school-aged children enrolled in primary education,38.0,48.0,68.0,,,100.0,,,,,,,,,
Serbia,Internally displaced persons,,2015,,,,,,,,,,,Primary education provided or supported,"124,034.60","226,602.30","350,636.90",# of children enrolled in primary education,140.0,360.0,,
Somalia,Refugees and asylum seekers in Somalia,Population has optimal access to education,2015,"674,771.83","3,440,352.03","4,115,123.86",% of primary school-aged children enrolled in primary education,70.0,90.0,100.0,,,100.0,,,,,,,,,
Somalia,Refugees and asylum seekers in Somalia,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"27,512.61","142,720.01","170,232.62",# of PoC enrolled in UNHCR supported tertiary education programmes,5.0,10.0,,
Somalia,Refugees and asylum seekers in Somalia,,2015,,,,,,,,,,,Primary education provided or supported,"579,746.61","1,954,912.01","2,534,658.62",# of children enrolled in primary education,"1,500.0","3,350.0",,
Somalia,Refugees and asylum seekers in Somalia,,2015,,,,,,,,,,,Secondary education provided or supported,"67,512.61","1,342,720.01","1,410,232.62",# of students enrolled in lower secondary education in the correct grade for their age,50.0,"1,200.0",,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2015,"2,836,885.78","3,451,168.34","6,288,054.12",% of primary school-aged children enrolled in primary education,30.0,45.0,60.0,,,100.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2015,"2,836,885.78","3,451,168.34","6,288,054.12",% of secondary school-aged young people enrolled in secondary education,5.6,12.0,20.0,,,80.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,Population has optimal access to education,2015,"2,836,885.78","3,451,168.34","6,288,054.12",Extent persons of concern have access to national education systems,85.0,90.0,100.0,,,80.0,,,,,,,,,
South Sudan,Refugees and asylum seekers in South Sudan,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","293,442.89","375,584.17","669,027.06",# of educational facilities constructed or improved,2.0,4.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"153,327.00","15,420.00","168,747.00",Extent persons of concern have access to national education systems,80.0,90.0,100.0,,,80.0,,,,,,,,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"22,561.00","15,420.00","37,981.00",# of PoC enrolled in language classes,160.0,215.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"73,120.00",0.00,"73,120.00",# of children enrolled in primary education,50.0,50.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"57,646.00",0.00,"57,646.00",% of lower secondary school graduates (successful completion of final grade),25.0,25.0,,
Sri Lanka,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"57,646.00",0.00,"57,646.00",% of upper secondary school graduates (successful completion of final grade),25.0,25.0,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2015,"1,971,393.40","3,568,115.05","5,539,508.45",% of primary school-aged children enrolled in primary education,78.0,,100.0,,,100.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2015,"1,971,393.40","3,568,115.05","5,539,508.45",% of secondary school-aged young people enrolled in secondary education,81.0,,100.0,,,80.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,Population has optimal access to education,2015,"1,971,393.40","3,568,115.05","5,539,508.45",% of teachers with professional teaching qualifications,88.0,,100.0,,,70.0,,,,,,,,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,Capacity development supported,"221,438.68","70,063.01","291,501.69",# of government staff trained,,150.0,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,Capacity development supported,"221,438.68","70,063.01","291,501.69",# of school management members trained,,150.0,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","931,438.68","2,677,863.01","3,609,301.69",# of children per classroom (primary school),,40.0,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","931,438.68","2,677,863.01","3,609,301.69",# of educational facilities constructed or improved,,,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"561,438.68","320,063.01","881,501.69",# of teachers with professional teaching qualifications,,151.0,,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,Primary education provided or supported,"211,438.68","420,063.01","631,501.69",# of children enrolled in primary education,,"12,000.0",,
Sudan,Refugees and asylum seekers in the East,,2015,,,,,,,,,,,Secondary education provided or supported,"45,638.68","80,063.01","125,701.69",# of students enrolled in upper secondary education,,500.0,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,Population has optimal access to education,2015,"151,236.08","373,514.19","524,750.27",% of primary school-aged children enrolled in primary education,70.0,65.0,70.0,,,100.0,,,,,,,,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,Population has optimal access to education,2015,"151,236.08","373,514.19","524,750.27",% of secondary school-aged young people enrolled in secondary education,55.0,65.0,70.0,,,80.0,,,,,,,,,
Sudan,Urban-based refugees in Sudan and asylum seekers in Khartoum,,2015,,,,,,,,,,,Primary education provided or supported,"151,236.08","373,514.19","524,750.27",# of children enrolled in primary education,"3,500.0","4,000.0",,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),Population has optimal access to education,2015,"1,326,475.90","700,000.00","2,026,475.90",% of primary school-aged children enrolled in primary education,60.0,60.0,70.0,,,100.0,,,,,,,,,
